time,company,country,requests,approved
2016H2,facebook,Trinidad and Tobago,0,0
2016H2,facebook,Turkey,459,0.49
2016H2,facebook,Uganda,1,0
2016H2,facebook,Ukraine,6,1
2016H2,facebook,United Arab Emirates,3,0.33
2016H2,facebook,UK,6366,0.89
2016H2,facebook,US,26014,0.83
2016H2,facebook,Uzbekistan,0,0
2016H2,facebook,Vatican City,1,0
2016H2,facebook,Yemen,0,0
2016H2,facebook,Zimbabwe,0,0
